0 0
0.0078125 0.0143207
0.015625 0.0278929
0.0234375 0.0407277
0.03125 0.0528386
0.0390625 0.0642411
0.046875 0.0749525
0.0546875 0.0849917
0.0625 0.0943785
0.0703125 0.103134
0.078125 0.11128
0.0859375 0.118839
0.09375 0.125832
0.101562 0.132284
0.109375 0.138217
0.117188 0.143652
0.125 0.148613
0.132812 0.153121
0.140625 0.157197
0.148438 0.160861
0.15625 0.164132
0.164062 0.16703
0.171875 0.169572
0.179688 0.171775
0.1875 0.173654
0.195312 0.175224
0.203125 0.176499
0.210938 0.177491
0.21875 0.178211
0.226562 0.178671
0.234375 0.178879
0.242188 0.178844
0.25 0.178573
0.257812 0.178072
0.265625 0.177349
0.273438 0.176406
0.28125 0.175249
0.289062 0.17388
0.296875 0.172302
0.304688 0.170518
0.3125 0.168528
0.320312 0.166334
0.328125 0.163936
0.335938 0.161334
0.34375 0.158527
0.351562 0.155515
0.359375 0.152296
0.367188 0.14887
0.375 0.145236
0.382812 0.14139
0.390625 0.137333
0.398438 0.133061
0.40625 0.128574
0.414062 0.123869
0.421875 0.118945
0.429688 0.1138
0.4375 0.108433
0.445312 0.102842
0.453125 0.0970257
0.460938 0.0909841
0.46875 0.0847164
0.476562 0.0782224
0.484375 0.0715024
0.492188 0.064557
0.5 0.0573877
0.507812 0.0499961
0.515625 0.0423847
0.523438 0.0345568
0.53125 0.0265162
0.539062 0.0182677
0.546875 0.00981712
0.554688 0.00117111
0.5625 -0.00766251
0.570312 -0.0166747
0.578125 -0.0258553
0.585938 -0.0351925
0.59375 -0.0446732
0.601562 -0.0542828
0.609375 -0.0640047
0.617188 -0.0738207
0.625 -0.0837108
0.632812 -0.0936527
0.640625 -0.103622
0.648438 -0.113593
0.65625 -0.123536
0.664062 -0.13342
0.671875 -0.143212
0.679688 -0.152875
0.6875 -0.162371
0.695312 -0.171659
0.703125 -0.180697
0.710938 -0.189437
0.71875 -0.197833
0.726562 -0.205835
0.734375 -0.213391
0.742188 -0.22045
0.75 -0.226957
0.757812 -0.232858
0.765625 -0.238099
0.773438 -0.242628
0.78125 -0.246391
0.789062 -0.249338
0.796875 -0.251423
0.804688 -0.252601
0.8125 -0.252833
0.820312 -0.252084
0.828125 -0.250327
0.835938 -0.247539
0.84375 -0.243706
0.851562 -0.238822
0.859375 -0.23289
0.867188 -0.225921
0.875 -0.217935
0.882812 -0.208964
0.890625 -0.199045
0.898438 -0.188228
0.90625 -0.17657
0.914062 -0.164135
0.921875 -0.150995
0.929688 -0.137231
0.9375 -0.122925
0.945312 -0.108166
0.953125 -0.0930466
0.960938 -0.07766
0.96875 -0.062101
0.976562 -0.0464638
0.984375 -0.0308415
0.992188 -0.0153244
1 0
