0 0
0.015625 0.0274827
0.03125 0.0520737
0.046875 0.0738853
0.0625 0.0930576
0.078125 0.10975
0.09375 0.124133
0.109375 0.136383
0.125 0.146677
0.140625 0.155184
0.15625 0.162067
0.171875 0.167473
0.1875 0.171539
0.203125 0.174382
0.21875 0.176105
0.234375 0.176794
0.25 0.17652
0.265625 0.175336
0.28125 0.173285
0.296875 0.170396
0.3125 0.166687
0.328125 0.162167
0.34375 0.156839
0.359375 0.150697
0.375 0.143733
0.390625 0.135934
0.40625 0.127288
0.421875 0.11778
0.4375 0.107396
0.453125 0.0961252
0.46875 0.0839605
0.484375 0.070899
0.5 0.0569447
0.515625 0.0421098
0.53125 0.0264169
0.546875 0.00990075
0.5625 -0.00738889
0.578125 -0.025385
0.59375 -0.0440001
0.609375 -0.0631232
0.625 -0.0826166
0.640625 -0.102312
0.65625 -0.122009
0.671875 -0.14147
0.6875 -0.160419
0.703125 -0.178543
0.71875 -0.195492
0.734375 -0.210882
0.75 -0.224304
0.765625 -0.235335
0.78125 -0.243553
0.796875 -0.248555
0.8125 -0.249981
0.828125 -0.24754
0.84375 -0.241033
0.859375 -0.230378
0.875 -0.215626
0.890625 -0.196975
0.90625 -0.174768
0.921875 -0.149483
0.9375 -0.121716
0.953125 -0.0921467
0.96875 -0.0615092
0.984375 -0.0305512
1 0
