0 0
0.0078125 0.0533252
0.015625 0.100227
0.0234375 0.140877
0.03125 0.175592
0.0390625 0.204891
0.046875 0.229473
0.0546875 0.250132
0.0625 0.26766
0.0703125 0.282763
0.078125 0.29601
0.0859375 0.307805
0.09375 0.318402
0.101562 0.327928
0.109375 0.336416
0.117188 0.343844
0.125 0.350161
0.132812 0.355306
0.140625 0.359228
0.148438 0.361891
0.15625 0.36328
0.164062 0.363401
0.171875 0.362283
0.179688 0.359974
0.1875 0.356543
0.195312 0.352072
0.203125 0.346657
0.210938 0.340401
0.21875 0.333414
0.226562 0.325806
0.234375 0.317686
0.242188 0.309159
0.25 0.30032
0.257812 0.291258
0.265625 0.282051
0.273438 0.272764
0.28125 0.263451
0.289062 0.254158
0.296875 0.244915
0.304688 0.235749
0.3125 0.226672
0.320312 0.217695
0.328125 0.208819
0.335938 0.200043
0.34375 0.191361
0.351562 0.182766
0.359375 0.174248
0.367188 0.165799
0.375 0.157409
0.382812 0.149069
0.390625 0.140769
0.398438 0.132502
0.40625 0.124261
0.414062 0.116041
0.421875 0.107836
0.429688 0.0996414
0.4375 0.0914545
0.445312 0.0832721
0.453125 0.075092
0.460938 0.0669121
0.46875 0.0587307
0.476562 0.0505465
0.484375 0.0423581
0.492188 0.0341643
0.5 0.0259638
0.507812 0.0177553
0.515625 0.00953753
0.523438 0.00130912
0.53125 -0.00693141
0.539062 -0.0151856
0.546875 -0.0234552
0.554688 -0.0317418
0.5625 -0.0400471
0.570312 -0.0483731
0.578125 -0.0567214
0.585938 -0.0650938
0.59375 -0.0734919
0.601562 -0.0819174
0.609375 -0.0903714
0.617188 -0.098855
0.625 -0.107369
0.632812 -0.115914
0.640625 -0.124489
0.648438 -0.133093
0.65625 -0.141726
0.664062 -0.150384
0.671875 -0.159065
0.679688 -0.167765
0.6875 -0.17648
0.695312 -0.185204
0.703125 -0.193934
0.710938 -0.202663
0.71875 -0.211389
0.726562 -0.22011
0.734375 -0.228828
0.742188 -0.237551
0.75 -0.246293
0.757812 -0.255082
0.765625 -0.263957
0.773438 -0.272977
0.78125 -0.282222
0.789062 -0.291796
0.796875 -0.301834
0.804688 -0.312496
0.8125 -0.323965
0.820312 -0.33644
0.828125 -0.350115
0.835938 -0.365153
0.84375 -0.381646
0.851562 -0.399564
0.859375 -0.418694
0.867188 -0.438571
0.875 -0.45842
0.882812 -0.477111
0.890625 -0.493159
0.898438 -0.504779
0.90625 -0.51002
0.914062 -0.506972
0.921875 -0.494038
0.929688 -0.470215
0.9375 -0.43535
0.945312 -0.39027
0.953125 -0.336778
0.960938 -0.27748
0.96875 -0.215485
0.976562 -0.154034
0.984375 -0.096131
0.992188 -0.0442285
1 0
