0 0
0.03125 -0.00379904
0.0625 -0.0149198
0.09375 -0.0338806
0.125 -0.060384
0.15625 -0.0930607
0.1875 -0.129343
0.21875 -0.165407
0.25 -0.196292
0.28125 -0.216751
0.3125 -0.223121
0.34375 -0.215149
0.375 -0.196142
0.40625 -0.171089
0.4375 -0.144281
0.46875 -0.118058
0.5 -0.0929877
0.53125 -0.068693
0.5625 -0.0445698
0.59375 -0.0201294
0.625 0.00494575
0.65625 0.0308511
0.6875 0.0576881
0.71875 0.0854189
0.75 0.113758
0.78125 0.142051
0.8125 0.169217
0.84375 0.193824
0.875 0.214342
0.90625 0.230005
0.9375 0.256494
0.96875 0.423867
1 1
